week,search_query,search_query_score,search_quey_volume,imp_total_count,imp_ASIN_count,imp_ASIN_share,clk_total_count,clk_click_rate,clk_ASIN_count,clk_ASIN_share,cart_total_count,cart_add_rate,cart_ASIN_count,cart_ASIN_share,pur_total_count,pur_purchase_rate,pur_ASIN_count,pur_ASIN_share
Week 47,gifts for disabled kids,67,146,2964,32,0.0108,28,0.1918,3,0.1071,9,0.0616,1,0.1111,4,0.0274,1,0.25
Week 47,gifts for autistic teens,68,1086,25349,103,0.0041,232,0.2136,1,0.0043,65,0.0599,1,0.0154,19,0.0175,1,0.0526
Week 47,b082d7wvt8,69,4,40,4,0.1,3,0.75,3,1,1,0.25,1,1,1,0.25,1,1
Week 47,sensory gifts for autism,70,287,6662,77,0.0116,88,0.3066,1,0.0114,21,0.0732,1,0.0476,6,0.0209,1,0.1667
Week 47,stretchy strings,71,162,3773,77,0.0204,74,0.4568,1,0.0135,26,0.1605,1,0.0385,12,0.0741,1,0.0833
Week 47,gifts for autism,72,112,2957,37,0.0125,33,0.2946,2,0.0606,13,0.1161,1,0.0769,4,0.0357,1,0.25
Week 47,autistic sensory toys for boys,73,184,4067,63,0.0155,48,0.2609,1,0.0208,8,0.0435,1,0.125,2,0.0109,1,0.5
Week 47,chew bracelet for sensory kids,74,391,7914,25,0.0032,156,0.399,2,0.0128,34,0.087,1,0.0294,13,0.0332,1,0.0769
Week 47,rubber sensory toys,75,69,2016,21,0.0104,20,0.2899,2,0.1,6,0.087,1,0.1667,3,0.0435,1,0.3333
Week 47,toys for kids with cerebral palsy,76,379,8092,100,0.0124,89,0.2348,5,0.0562,17,0.0449,3,0.1765,2,0.0053,0,0
Week 47,autistic toys for boys 3-4,77,747,15214,56,0.0037,236,0.3159,1,0.0042,82,0.1098,1,0.0122,18,0.0241,1,0.0556
Week 47,toys for special needs kids,78,239,5656,55,0.0097,46,0.1925,1,0.0217,21,0.0879,1,0.0476,7,0.0293,1,0.1429
Week 47,textured fidget toys,79,132,2748,53,0.0193,46,0.3485,1,0.0217,8,0.0606,1,0.125,1,0.0076,1,1
Week 47,sensory noodle toy,80,14,263,14,0.0532,6,0.4286,2,0.3333,2,0.1429,1,0.5,1,0.0714,1,1
Week 47,sensory tous,81,210,4164,47,0.0113,35,0.1667,1,0.0286,10,0.0476,1,0.1,3,0.0143,1,0.3333
Week 47,noodle sensory toy,82,46,998,46,0.0461,20,0.4348,1,0.05,11,0.2391,1,0.0909,5,0.1087,1,0.2
Week 47,sensory toys autism,83,348,8130,46,0.0057,83,0.2385,1,0.012,23,0.0661,1,0.0435,9,0.0259,1,0.1111
Week 47,stocking stuffers for men,84,1003875,21981952,46,0,206564,0.2058,1,0,87403,0.0871,1,0,26240,0.0261,1,0
Week 47,sensory calming for kids,85,139,3090,42,0.0136,42,0.3022,1,0.0238,11,0.0791,1,0.0909,1,0.0072,1,1
Week 47,sensory srtaw,86,2,38,2,0.0526,2,1,2,1,1,0.5,1,1,1,0.5,1,1
Week 47,gifts for autistic children,87,336,8452,33,0.0039,75,0.2232,1,0.0133,22,0.0655,1,0.0455,7,0.0208,1,0.1429
Week 47,adult sensory items for autism,88,64,1399,30,0.0214,13,0.2031,1,0.0769,4,0.0625,1,0.25,2,0.0313,1,0.5
Week 47,acc device autism,89,75,1413,28,0.0198,23,0.3067,1,0.0435,5,0.0667,1,0.2,1,0.0133,1,1
Week 47,boys sensory toys autism,90,84,1678,26,0.0155,33,0.3929,1,0.0303,9,0.1071,1,0.1111,2,0.0238,1,0.5
Week 47,magnetic sensory toys adults,91,118,2428,26,0.0107,29,0.2458,1,0.0345,9,0.0763,1,0.1111,3,0.0254,1,0.3333
Week 47,gifts for kids with special needs,92,241,5583,25,0.0045,43,0.1784,1,0.0233,8,0.0332,1,0.125,1,0.0041,1,1
Week 47,non verbal autism sensory toys,93,30,564,19,0.0337,6,0.2,1,0.1667,3,0.1,1,0.3333,3,0.1,1,0.3333
Week 47,ziggy pasta fidget toy,94,15,409,19,0.0465,6,0.4,1,0.1667,3,0.2,1,0.3333,2,0.1333,1,0.5
Week 47,toddler stress relief toys,95,78,1483,18,0.0121,19,0.2436,1,0.0526,7,0.0897,1,0.1429,3,0.0385,1,0.3333
Week 47,items for special needs children,96,30,565,16,0.0283,7,0.2333,1,0.1429,2,0.0667,1,0.5,1,0.0333,1,1
Week 47,alzheimers fidget,97,50,1736,15,0.0086,39,0.78,1,0.0256,7,0.14,1,0.1429,4,0.08,1,0.25
Week 47,stocker stuffer for babies,98,34,595,14,0.0235,5,0.1471,1,0.2,2,0.0588,1,0.5,2,0.0588,1,0.5
Week 47,chewy autism sensory toys,99,27,643,13,0.0202,14,0.5185,1,0.0714,6,0.2222,1,0.1667,4,0.1481,1,0.25
Week 47,sensory products,100,206,5570,12,0.0022,48,0.233,1,0.0208,14,0.068,1,0.0714,7,0.034,1,0.1429
Week 46,sensory toys,1,97171,2224651,14135,0.0064,25381,0.2612,117,0.0046,8068,0.083,73,0.009,984,0.0101,17,0.0173
Week 46,sensory toys for autistic children,2,59436,1324110,4600,0.0035,18890,0.3178,55,0.0029,5889,0.0991,39,0.0066,774,0.013,7,0.009
Week 46,toys for autistic children age 5-7,3,8103,186546,1824,0.0098,2439,0.301,34,0.0139,709,0.0875,22,0.031,113,0.0139,7,0.0619
Week 46,autistic toys for boys 5-7,4,5923,132799,1598,0.012,1701,0.2872,25,0.0147,501,0.0846,14,0.0279,79,0.0133,4,0.0506
Week 46,bunmo sensory toys,5,448,11225,550,0.049,230,0.5134,19,0.0826,115,0.2567,14,0.1217,43,0.096,5,0.1163
Week 46,sensory toys for kids 5-7,6,20813,457591,1625,0.0036,5700,0.2739,13,0.0023,1978,0.095,8,0.004,245,0.0118,2,0.0082
Week 46,sensory noodles,7,305,7672,240,0.0313,128,0.4197,10,0.0781,58,0.1902,7,0.1207,21,0.0689,4,0.1905
Week 46,autism sensory toys,8,28144,614772,1512,0.0025,7945,0.2823,14,0.0018,2527,0.0898,5,0.002,332,0.0118,2,0.006
Week 46,autism sensory products,9,8522,188083,951,0.0051,2262,0.2654,12,0.0053,608,0.0713,8,0.0132,33,0.0039,1,0.0303
Week 46,sensory toys for toddlers 3-4,10,18156,380509,999,0.0026,5448,0.3001,14,0.0026,1971,0.1086,9,0.0046,214,0.0118,0,0
Week 46,best gifts for autistic teenager,11,2093,49434,573,0.0116,541,0.2585,10,0.0185,139,0.0664,5,0.036,21,0.01,2,0.0952
Week 46,stretchy fidget toy,12,833,20081,248,0.0123,299,0.3589,7,0.0234,108,0.1297,6,0.0556,21,0.0252,2,0.0952
Week 46,sensory toys for autistic adults,13,779,19379,381,0.0197,195,0.2503,5,0.0256,64,0.0822,5,0.0781,15,0.0193,2,0.1333
Week 46,bunmo 6pk textured noodle sensory toys,14,10,383,10,0.0261,7,0.7,7,1,6,0.6,6,1,2,0.2,2,1
Week 46,sensory chew toys,16,1636,35855,306,0.0085,531,0.3246,10,0.0188,219,0.1339,5,0.0228,60,0.0367,1,0.0167
Week 46,teeter popper,17,5617,136894,1098,0.008,2942,0.5238,7,0.0024,1247,0.222,5,0.004,160,0.0285,0,0
Week 46,fidget toys,18,313565,7594625,855,0.0001,95386,0.3042,7,0.0001,27287,0.087,5,0.0002,4767,0.0152,0,0
Week 46,toys under 10 dollars,19,25771,555783,547,0.001,6522,0.2531,7,0.0011,3093,0.12,3,0.001,795,0.0308,1,0.0013
Week 46,calming toys for kids,20,2050,47757,473,0.0099,732,0.3571,7,0.0096,244,0.119,6,0.0246,42,0.0205,0,0
Week 46,clear orbeez water beads,21,29327,615533,1856,0.003,15753,0.5372,2,0.0001,4426,0.1509,1,0.0002,880,0.03,0,0
Week 46,occupational therapy toys,22,5812,135351,391,0.0029,1738,0.299,6,0.0035,650,0.1118,3,0.0046,62,0.0107,1,0.0161
Week 46,asd toys,23,469,9726,168,0.0173,138,0.2942,5,0.0362,42,0.0896,4,0.0952,5,0.0107,1,0.2
Week 46,autism toys for kids 5-7 non verbal,24,96,2605,35,0.0134,26,0.2708,2,0.0769,13,0.1354,2,0.1538,9,0.0938,2,0.2222
Week 46,special needs sensory toys,25,72,1246,35,0.0281,13,0.1806,2,0.1538,4,0.0556,2,0.5,2,0.0278,2,1
Week 46,sensory toys for blind children,26,97,2228,33,0.0148,32,0.3299,2,0.0625,12,0.1237,2,0.1667,2,0.0206,2,1
Week 46,sensory toys for children with special needs,27,25,719,11,0.0153,4,0.16,2,0.5,2,0.08,2,1,2,0.08,2,1
Week 46,sensory seeking equipment,28,381,7735,79,0.0102,123,0.3228,4,0.0325,43,0.1129,4,0.093,2,0.0052,1,0.5
Week 46,fidget toys for toddlers 1-3,29,4308,91682,146,0.0016,1518,0.3524,3,0.002,548,0.1272,3,0.0055,72,0.0167,1,0.0139
Week 46,autism calming products,30,502,11002,102,0.0093,141,0.2809,4,0.0284,43,0.0857,3,0.0698,4,0.008,1,0.25
Week 46,oodles of noodles fidget toy,31,96,1832,74,0.0404,26,0.2708,3,0.1154,13,0.1354,3,0.2308,2,0.0208,1,0.5
Week 46,down syndrome toys,32,816,18466,245,0.0133,194,0.2377,4,0.0206,47,0.0576,2,0.0426,3,0.0037,1,0.3333
Week 46,sensory toys adults,33,2444,56099,296,0.0053,599,0.2451,2,0.0033,154,0.063,2,0.013,25,0.0102,1,0.04
Week 46,autism chew toys sensory,34,1321,30430,337,0.0111,403,0.3051,6,0.0149,189,0.1431,4,0.0212,43,0.0326,0,0
Week 46,fidget toys autism,35,127,3232,74,0.0229,56,0.4409,6,0.1071,16,0.126,2,0.125,3,0.0236,1,0.3333
Week 46,toys for disabled children,36,622,11437,156,0.0136,111,0.1785,3,0.027,24,0.0386,2,0.0833,7,0.0113,1,0.1429
Week 46,sensory seeking toys,37,1385,28499,154,0.0054,333,0.2404,3,0.009,88,0.0635,2,0.0227,12,0.0087,1,0.0833
Week 46,special education classroom must haves,38,3417,101011,185,0.0018,993,0.2906,2,0.002,456,0.1335,2,0.0044,27,0.0079,1,0.037
Week 46,bunmo sensory toys - calming textured silly stretchy strings,39,67,1466,99,0.0675,40,0.597,4,0.1,30,0.4478,2,0.0667,9,0.1343,1,0.1111
Week 46,sensory strings,40,124,2931,83,0.0283,48,0.3871,3,0.0625,23,0.1855,2,0.087,4,0.0323,1,0.25
Week 46,autism sensory toys for kids 5-7,41,963,20954,96,0.0046,281,0.2918,2,0.0071,87,0.0903,2,0.023,19,0.0197,1,0.0526
Week 46,autism teenager toys,42,144,2898,77,0.0266,19,0.1319,2,0.1053,11,0.0764,2,0.1818,1,0.0069,1,1
Week 46,special needs toys for children,43,7565,129322,659,0.0051,1393,0.1841,5,0.0036,388,0.0513,2,0.0052,36,0.0048,0,0
Week 46,stretchy strings,44,128,3328,60,0.018,56,0.4375,2,0.0357,23,0.1797,2,0.087,3,0.0234,1,0.3333
Week 46,fidget toys adults,45,16344,381263,577,0.0015,4916,0.3008,7,0.0014,953,0.0583,2,0.0021,183,0.0112,0,0
Week 46,fidget rope,46,83,1757,52,0.0296,26,0.3133,2,0.0769,6,0.0723,2,0.3333,1,0.012,1,1
Week 46,cerebral palsy toys,47,1308,27541,516,0.0187,339,0.2592,8,0.0236,79,0.0604,2,0.0253,2,0.0015,0,0
Week 46,gifts for kids with down syndrome,48,392,8134,26,0.0032,83,0.2117,2,0.0241,18,0.0459,2,0.1111,5,0.0128,1,0.2
Week 46,autism toys,49,15123,335155,935,0.0028,3855,0.2549,2,0.0005,1140,0.0754,1,0.0009,101,0.0067,0,0
Week 46,z vibe,50,903,21000,499,0.0238,339,0.3754,6,0.0177,72,0.0797,2,0.0278,18,0.0199,0,0
Week 46,fidget,51,51077,1279230,229,0.0002,13830,0.2708,1,0.0001,3428,0.0671,1,0.0003,494,0.0097,1,0.002
Week 46,gifts for people with anxiety,52,1183,37156,152,0.0041,314,0.2654,3,0.0096,72,0.0609,1,0.0139,15,0.0127,1,0.0667
Week 46,toys for kids with autism,53,3569,82402,188,0.0023,928,0.26,2,0.0022,298,0.0835,1,0.0034,34,0.0095,1,0.0294
Week 46,sensory toys for autistic children 5-7,54,665,14310,188,0.0131,216,0.3248,1,0.0046,75,0.1128,1,0.0133,9,0.0135,1,0.1111
Week 46,autism sensory products for adults,55,547,13760,168,0.0122,132,0.2413,1,0.0076,24,0.0439,1,0.0417,2,0.0037,1,0.5
Week 46,down syndrome gifts for kids,56,1000,21999,86,0.0039,228,0.228,3,0.0132,69,0.069,1,0.0145,10,0.01,1,0.1
Week 46,best toys for toddlers with autism,57,444,9056,83,0.0092,130,0.2928,3,0.0231,31,0.0698,1,0.0323,5,0.0113,1,0.2
Week 46,noodle sensory toy,58,84,2025,66,0.0326,38,0.4524,3,0.0789,13,0.1548,1,0.0769,2,0.0238,1,0.5
Week 46,sensory noodles fidget stretch toys,59,79,2067,62,0.03,31,0.3924,3,0.0968,16,0.2025,1,0.0625,7,0.0886,1,0.1429
Week 46,bunmo,60,264,7064,195,0.0276,130,0.4924,4,0.0308,44,0.1667,3,0.0682,7,0.0265,0,0
Week 46,anti anxiety toys adults,61,1203,25105,77,0.0031,277,0.2303,2,0.0072,45,0.0374,1,0.0222,8,0.0067,1,0.125
Week 46,autism toys for teenagers,62,191,3935,64,0.0163,38,0.199,2,0.0526,13,0.0681,1,0.0769,2,0.0105,1,0.5
Week 46,monkey noodles textured,63,25,665,18,0.0271,14,0.56,3,0.2143,6,0.24,1,0.1667,2,0.08,1,0.5
Week 46,sensory toys for kids 8-12,64,4842,107635,90,0.0008,1286,0.2656,1,0.0008,437,0.0903,1,0.0023,56,0.0116,1,0.0179
Week 46,pb&j fidget toys,65,265,5908,89,0.0151,103,0.3887,1,0.0097,39,0.1472,1,0.0256,4,0.0151,1,0.25
Week 46,sensory balls for kids,66,256,6259,36,0.0058,81,0.3164,2,0.0247,31,0.1211,1,0.0323,9,0.0352,1,0.1111
Week 46,stretchy noodles,67,127,3080,69,0.0224,47,0.3701,1,0.0213,22,0.1732,1,0.0455,10,0.0787,1,0.1
Week 46,stretchy toys,68,3561,81323,585,0.0072,1109,0.3114,6,0.0054,308,0.0865,1,0.0032,62,0.0174,0,0
Week 46,chewing sensory toys for kids,69,93,2147,23,0.0107,21,0.2258,2,0.0952,10,0.1075,1,0.1,3,0.0323,1,0.3333
Week 46,baby cord toy,70,31,638,22,0.0345,18,0.5806,2,0.1111,10,0.3226,1,0.1,4,0.129,1,0.25
Week 46,adult autism gifts,71,127,2469,16,0.0065,25,0.1969,2,0.08,12,0.0945,1,0.0833,3,0.0236,1,0.3333
Week 46,autism sensory items,72,68,2100,12,0.0057,23,0.3382,2,0.087,7,0.1029,1,0.1429,2,0.0294,1,0.5
Week 46,toddler autism toys,73,438,8777,48,0.0055,165,0.3767,1,0.0061,65,0.1484,1,0.0154,3,0.0068,1,0.3333
Week 46,nedoh,74,412,10503,44,0.0042,167,0.4053,1,0.006,71,0.1723,1,0.0141,5,0.0121,1,0.2
Week 46,sensory stretchy toys,75,84,1782,44,0.0247,27,0.3214,1,0.037,10,0.119,1,0.1,4,0.0476,1,0.25
Week 46,chickle & roar oodles of noodles,76,6,114,6,0.0526,7,1.1667,2,0.2857,3,0.5,1,0.3333,2,0.3333,1,0.5
Week 46,sensory items for autistic children,77,666,17429,36,0.0021,205,0.3078,1,0.0049,74,0.1111,1,0.0135,8,0.012,1,0.125
Week 46,bite toys for autism,78,68,1865,29,0.0155,16,0.2353,1,0.0625,6,0.0882,1,0.1667,4,0.0588,1,0.25
Week 46,autism learning materials for teens,79,80,2057,23,0.0112,37,0.4625,1,0.027,8,0.1,1,0.125,2,0.025,1,0.5
Week 46,sensory table accessories,80,153,3925,20,0.0051,47,0.3072,1,0.0213,19,0.1242,1,0.0526,3,0.0196,1,0.3333
Week 46,fidget seats,81,61,2034,17,0.0084,33,0.541,1,0.0303,11,0.1803,1,0.0909,4,0.0656,1,0.25
Week 46,spiroku fat brain toys,82,46,1138,15,0.0132,24,0.5217,1,0.0417,16,0.3478,1,0.0625,4,0.087,1,0.25
Week 46,bunmo stretchy string calming noodle,83,10,191,14,0.0733,5,0.5,1,0.2,5,0.5,1,0.2,3,0.3,1,0.3333
Week 46,fidget toys for kids with autism,84,101,2707,13,0.0048,33,0.3267,1,0.0303,9,0.0891,1,0.1111,1,0.0099,1,1
Week 46,2 year old sensory toys,85,461,9203,11,0.0012,116,0.2516,1,0.0086,31,0.0672,1,0.0323,3,0.0065,1,0.3333
Week 46,autism toys for kids 8,86,20,380,10,0.0263,9,0.45,1,0.1111,4,0.2,1,0.25,1,0.05,1,1
Week 46,sensory chew toys for kids 5-7,87,85,1746,10,0.0057,18,0.2118,1,0.0556,15,0.1765,1,0.0667,4,0.0471,1,0.25
Week 46,sensory chewing toys for autistic children,88,27,520,10,0.0192,6,0.2222,1,0.1667,4,0.1481,1,0.25,1,0.037,1,1
Week 46,super sensory stretchy strings,89,10,231,10,0.0433,4,0.4,1,0.25,4,0.4,1,0.25,2,0.2,1,0.5
Week 46,sensory chew toys for autistic adults,90,45,859,9,0.0105,9,0.2,1,0.1111,3,0.0667,1,0.3333,1,0.0222,1,1
Week 46,sensory toys for epilepsy,91,19,484,7,0.0145,8,0.4211,1,0.125,5,0.2632,1,0.2,4,0.2105,1,0.25
Week 46,textured balls,92,183,4253,7,0.0016,104,0.5683,1,0.0096,53,0.2896,1,0.0189,8,0.0437,1,0.125
Week 46,three carriage colorful sensory fidget stretch toys,93,14,337,7,0.0208,8,0.5714,1,0.125,4,0.2857,1,0.25,2,0.1429,1,0.5
Week 46,toys for severely handicapped children,94,18,473,7,0.0148,4,0.2222,1,0.25,2,0.1111,1,0.5,2,0.1111,1,0.5
Week 46,autism toddler toys,95,142,3025,6,0.002,53,0.3732,1,0.0189,17,0.1197,1,0.0588,3,0.0211,1,0.3333
Week 46,great gifts for special needs adults,96,203,4288,6,0.0014,37,0.1823,1,0.027,7,0.0345,1,0.1429,4,0.0197,1,0.25
Week 46,sensory things for autistic adults,97,15,405,6,0.0148,9,0.6,1,0.1111,7,0.4667,1,0.1429,1,0.0667,1,1
Week 46,tactile gifts,98,31,628,6,0.0096,5,0.1613,1,0.2,2,0.0645,1,0.5,1,0.0323,1,1
Week 46,toddler chewing toys for autistic boys age 3-4,99,14,349,6,0.0172,6,0.4286,1,0.1667,2,0.1429,1,0.5,2,0.1429,1,0.5
Week 46,hand stimulation toys,100,9,294,5,0.017,1,0.1111,1,1,1,0.1111,1,1,1,0.1111,1,1
Week 45,sensory toys,1,89729,2010539,14378,0.0072,23416,0.261,111,0.0047,7443,0.0829,46,0.0062,901,0.01,9,0.01
Week 45,autistic toys for boys 5-7,2,3917,84831,1340,0.0158,1147,0.2928,14,0.0122,332,0.0848,9,0.0271,59,0.0151,2,0.0339
Week 45,bunmo sensory toys,3,514,11715,649,0.0554,260,0.5058,13,0.05,132,0.2568,7,0.053,41,0.0798,3,0.0732
Week 45,autism sensory toys,4,25098,539688,1533,0.0028,7153,0.285,10,0.0014,2149,0.0856,6,0.0028,251,0.01,1,0.004
Week 45,sensory toys for autistic children,5,52415,1153392,814,0.0007,17047,0.3252,5,0.0003,4990,0.0952,4,0.0008,611,0.0117,2,0.0033
Week 45,toys for autistic children age 5-7,6,5991,131069,1055,0.008,1727,0.2883,16,0.0093,452,0.0754,4,0.0088,61,0.0102,1,0.0164
Week 45,stretchy toys,7,3405,79400,1056,0.0133,1029,0.3022,13,0.0126,316,0.0928,5,0.0158,49,0.0144,0,0
Week 45,bunmo 6pk textured noodle sensory toys,8,5,252,6,0.0238,7,1.4,5,0.7143,6,1.2,4,0.6667,4,0.8,2,0.5
Week 45,sensory toys for kids 5-7,9,16833,363578,1150,0.0032,4628,0.2749,10,0.0022,1604,0.0953,3,0.0019,202,0.012,0,0
Week 45,teeter popper,10,4257,100845,1293,0.0128,2398,0.5633,5,0.0021,1079,0.2535,3,0.0028,128,0.0301,0,0
Week 45,autism toys,11,12872,280362,1043,0.0037,3114,0.2419,8,0.0026,950,0.0738,3,0.0032,83,0.0064,0,0
Week 45,sensory noodles fidget stretch toys,12,67,1326,60,0.0452,39,0.5821,3,0.0769,18,0.2687,2,0.1111,3,0.0448,2,0.6667
Week 45,stress bands for anxiety,13,31,700,19,0.0271,3,0.0968,2,0.6667,2,0.0645,2,1,2,0.0645,2,1
Week 45,toys for autism,14,1395,31965,480,0.015,367,0.2631,6,0.0163,100,0.0717,2,0.02,30,0.0215,1,0.0333
Week 45,chewy sensory toys,16,321,6669,66,0.0099,80,0.2492,5,0.0625,29,0.0903,2,0.069,9,0.028,1,0.1111
Week 45,angelman syndrome toys,17,115,2382,42,0.0176,18,0.1565,3,0.1667,7,0.0609,2,0.2857,3,0.0261,1,0.3333
Week 45,cord toys for babies,18,15,289,13,0.045,9,0.6,3,0.3333,2,0.1333,2,1,1,0.0667,1,1
Week 45,autism toys for boys,19,172,3744,38,0.0101,53,0.3081,2,0.0377,26,0.1512,2,0.0769,3,0.0174,1,0.3333
Week 45,toys autistic boys,20,20,422,3,0.0071,11,0.55,2,0.1818,5,0.25,2,0.4,1,0.05,1,1
Week 45,stimming toys,21,465,10084,222,0.022,129,0.2774,2,0.0155,37,0.0796,1,0.027,3,0.0065,1,0.3333
Week 45,autism sensory products,22,7730,163642,933,0.0057,2035,0.2633,7,0.0034,572,0.074,0,0,30,0.0039,0,0
Week 45,occupational therapy toys,23,5239,123538,490,0.004,1517,0.2896,5,0.0033,594,0.1134,2,0.0034,44,0.0084,0,0
Week 45,toys for teenagers boy,24,1044,28524,150,0.0053,200,0.1916,2,0.01,54,0.0517,1,0.0185,11,0.0105,1,0.0909
Week 45,toys for autistic children age 8-10,25,2915,68152,120,0.0018,827,0.2837,2,0.0024,216,0.0741,1,0.0046,44,0.0151,1,0.0227
Week 45,sensory toys for toddlers 3-4,26,16375,343387,164,0.0005,5073,0.3098,5,0.001,1695,0.1035,3,0.0018,151,0.0092,0,0
Week 45,tactile toys,27,276,7536,108,0.0143,54,0.1957,1,0.0185,15,0.0543,1,0.0667,3,0.0109,1,0.3333
Week 45,sensory chairs for kids with autism,28,613,13189,97,0.0074,136,0.2219,1,0.0074,27,0.044,1,0.037,1,0.0016,1,1
Week 45,bunmo sensory toys - calming textured silly stretchy strings,29,38,893,54,0.0605,25,0.6579,2,0.08,16,0.4211,1,0.0625,7,0.1842,1,0.1429
Week 45,sensory toys adults,30,2179,48777,461,0.0095,570,0.2616,3,0.0053,121,0.0555,2,0.0165,15,0.0069,0,0
Week 45,oral chew toys for sensory,31,446,13963,50,0.0036,116,0.2601,2,0.0172,37,0.083,1,0.027,7,0.0157,1,0.1429
Week 45,vat 19.com,32,246,5443,77,0.0141,52,0.2114,1,0.0192,14,0.0569,1,0.0714,1,0.0041,1,1
Week 45,noodle toys for kids,33,38,922,37,0.0401,12,0.3158,2,0.1667,2,0.0526,1,0.5,1,0.0263,1,1
Week 45,oral stimulation for kids sensory,34,367,7676,60,0.0078,117,0.3188,1,0.0085,46,0.1253,1,0.0217,9,0.0245,1,0.1111
Week 45,stretchy string fidget toys,35,43,1193,17,0.0142,37,0.8605,2,0.0541,4,0.093,1,0.25,2,0.0465,1,0.5
Week 45,small toys,36,6816,165215,642,0.0039,1495,0.2193,4,0.0027,466,0.0684,1,0.0021,124,0.0182,0,0
Week 45,sensory toys for autism,37,179,3817,39,0.0102,48,0.2682,1,0.0208,12,0.067,1,0.0833,2,0.0112,1,0.5
Week 45,textured sensory string,38,2,38,2,0.0526,2,1,2,1,1,0.5,1,1,1,0.5,1,1
Week 45,sensory toys for toddlers 1-3 autism,39,159,3419,34,0.0099,56,0.3522,1,0.0179,19,0.1195,1,0.0526,6,0.0377,1,0.1667
Week 45,sensory toys for cerebral palsy children,40,99,2010,31,0.0154,35,0.3535,1,0.0286,6,0.0606,1,0.1667,2,0.0202,1,0.5
Week 45,whats inside soft feely box,41,464,10529,26,0.0025,196,0.4224,1,0.0051,60,0.1293,1,0.0167,7,0.0151,1,0.1429
Week 45,texture toy,42,55,1480,25,0.0169,20,0.3636,1,0.05,7,0.1273,1,0.1429,1,0.0182,1,1
Week 45,sensory noodles for toddlers 1-3,43,29,551,24,0.0436,12,0.4138,1,0.0833,7,0.2414,1,0.1429,1,0.0345,1,1
Week 45,cerebral palsy toys,44,852,18003,322,0.0179,183,0.2148,5,0.0273,36,0.0423,2,0.0556,2,0.0023,0,0
Week 45,sensory processing disorder tools,45,706,14697,20,0.0014,193,0.2734,1,0.0052,65,0.0921,1,0.0154,7,0.0099,1,0.1429
Week 45,sensory bands,46,46,1099,18,0.0164,23,0.5,1,0.0435,7,0.1522,1,0.1429,2,0.0435,1,0.5
Week 45,chew toys for toddlers,47,58,1311,11,0.0084,21,0.3621,1,0.0476,9,0.1552,1,0.1111,3,0.0517,1,0.3333
Week 45,outdoor toys for autistic children,48,41,780,7,0.009,9,0.2195,1,0.1111,2,0.0488,1,0.5,1,0.0244,1,1
Week 45,pull apart sensory toys,49,24,497,7,0.0141,6,0.25,1,0.1667,3,0.125,1,0.3333,2,0.0833,1,0.5
Week 45,toys for cerebral palsy,50,32,606,7,0.0116,6,0.1875,1,0.1667,2,0.0625,1,0.5,2,0.0625,1,0.5
Week 45,worm fidgets,51,21,560,6,0.0107,5,0.2381,1,0.2,3,0.1429,1,0.3333,2,0.0952,1,0.5
Week 45,bunmo stretchy string calming noodle,52,2,38,4,0.1053,2,1,1,0.5,2,1,1,0.5,1,0.5,1,1
Week 45,autism stress toys,53,8,398,3,0.0075,5,0.625,1,0.2,4,0.5,1,0.25,4,0.5,1,0.25
Week 45,fidgets for special needs,54,16,283,3,0.0106,3,0.1875,1,0.3333,2,0.125,1,0.5,2,0.125,1,0.5
Week 45,food grade stretchy toys for sensory kids,55,7,136,3,0.0221,4,0.5714,1,0.25,2,0.2857,1,0.5,2,0.2857,1,0.5
Week 45,sensory autism stretchy,56,3,57,3,0.0526,1,0.3333,1,1,1,0.3333,1,1,1,0.3333,1,1
Week 45,sensory seeking car toys,57,5,90,3,0.0333,3,0.6,1,0.3333,3,0.6,1,0.3333,3,0.6,1,0.3333
Week 45,springy pull apart toy,58,4,223,3,0.0135,3,0.75,1,0.3333,2,0.5,1,0.5,1,0.25,1,1
Week 45,toys for disabled chldren,59,3,144,3,0.0208,2,0.6667,1,0.5,2,0.6667,1,0.5,2,0.6667,1,0.5
Week 45,12” noodle snake toy,60,2,38,2,0.0526,1,0.5,1,1,1,0.5,1,1,1,0.5,1,1
Week 45,autism sensory toysyage 6,61,2,50,2,0.04,2,1,1,0.5,2,1,1,0.5,2,1,1,0.5
Week 45,bunmo 6 pack sensory strings,62,2,44,2,0.0455,2,1,1,0.5,1,0.5,1,1,1,0.5,1,1
Week 45,bunmo noodle,63,2,38,2,0.0526,2,1,1,0.5,1,0.5,1,1,1,0.5,1,1
Week 45,bunmo noodle sensory,64,1,60,2,0.0333,1,1,1,1,1,1,1,1,1,1,1,1
Week 45,bunmo sensory toys calming textured silly stretchy,65,2,73,2,0.0274,1,0.5,1,1,1,0.5,1,1,1,0.5,1,1
Week 45,bunmo textured noodles sensory,66,1,60,2,0.0333,1,1,1,1,1,1,1,1,1,1,1,1
Week 45,granx crazy bungee bandz fidget toys,67,3,57,2,0.0351,2,0.6667,1,0.5,1,0.3333,1,1,1,0.3333,1,1
Week 45,items for adults with special needs,68,7,133,2,0.015,1,0.1429,1,1,1,0.1429,1,1,1,0.1429,1,1
Week 45,tactile sensory toys for toddler boys,69,8,480,2,0.0042,6,0.75,1,0.1667,4,0.5,1,0.25,4,0.5,1,0.25
Week 45,18 pieces stretchy stream toy,70,1,19,1,0.0526,2,2,1,0.5,1,1,1,1,1,1,1,1
